Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Sony,Xperia 1 II,SO-51A,7669MB,Phone,Qualcomm SM8250,1096x2560,420,arm64-v8a;armeabi-v7a;armeabi,29,3.2
Sony,Xperia 1 II,SOG01,7669MB,Phone,Qualcomm SM8250,1096x2560,420,arm64-v8a;armeabi-v7a;armeabi,29,3.2
Sony,Xperia M5,E5653,2531-2605MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia M5,E5603,2531-2605MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia M5,E5606,2531-2605MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Tablet S,nbx03,,Tablet,NVIDIA Tegra 2,1280x752,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia Z5 Premium,E6883,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia Z5 Premium,SO-03H,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
Sony,Xperia Z5 Premium,E6853,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia M5 Dual,E5633,2531-2605MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia M5 Dual,E5663,2531-2605MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia M5 Dual,E5643,2531-2605MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia PLAY,R800a,,Phone,Qualcomm MSM8255,480x854,240,armeabi-v7a;armeabi,10,2.0
Sony,Xperia PLAY,R800i,,Phone,Qualcomm MSM8255,854x480,240,armeabi-v7a;armeabi,10,2.0
Sony,Xperia Z4,402SO,2815-2822MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1
Sony,Xperia Z4,SOV31,2815-2822MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.2
Sony,Xperia Z4,SO-03G,2815-2822MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.2
Sony,Xperia TX,LT29i,802-847MB,Phone,Qualcomm MSM8260,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0;3.0
Sony,Xperia Z3v,D6708,2778-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22,3.0
Sony,Xperia L3,I4312,2819MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Sony,Xperia L3,I3312,2819MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Sony,Xperia L3,I4332,2819MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Sony,Xperia XZs,G8231,3774MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,Xperia XZs,G8232,3774MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,Xperia XZs,602SO,3774MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,Xperia XZs,SOV35,3774MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,Xperia XZs,SO-03J,3774MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,Xperia 8,SOV42-u,3739-3741MB,Phone,Qualcomm SDM630,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 8,SOV42,3740-3741MB,Phone,Qualcomm SDM630,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 8,902SO,3740-3741MB,Phone,Qualcomm SDM630,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia Z3 Dual,D6633,2778-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z3 Dual,D6683,1871-2779MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,21;23,3.0
Sony,Xperia M2 Aqua,D2403,843-864MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19;22,3.0
Sony,Xperia M2 Aqua,D2406,843-864MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19;22,3.0
Sony,Xperia L1,G3312,1893MB,Phone,Mediatek MT6737T,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Sony,Xperia L1,G3311,1893MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Sony,Xperia L1,G3313,1893MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Sony,Xperia Z3+ Dual ,E6533,2815-2822MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23;24;25,3.1;3.2
Sony,Xperia ion,LT28h,680MB,Phone,Qualcomm MSM8260,720x1280,320,armeabi-v7a;armeabi,15;16,2.0
Sony,Xperia mini pro,SK17a,,Phone,Qualcomm MSM8255,320x480,160,armeabi-v7a;armeabi,10,2.0
Sony,Xperia Z1f,SO-02F,1703-1758MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,17;19,2.0;3.0
Sony,Xperia™ C4 Dual,E5333,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia™ C4 Dual,E5363,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia™ C4 Dual,E5343,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia Tipo,ST21i,,Phone,Qualcomm MSM7225,320x480,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia Tipo,ST21i2,,Phone,Qualcomm MSM7225,320x480,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia tipo,ST21a,,Phone,Qualcomm MSM7225AA,320x480,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia C5 Ultra,E5506,1645-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia C5 Ultra,E5553,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia XA2 Plus,H4493,5735-5739MB,Phone,Qualcomm SDM630,1080x2160,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia XA2 Plus,H4413,3737-3741MB,Phone,Qualcomm SDM630,1080x2160,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia XA2 Plus,H3413,3737-3741MB,Phone,Qualcomm SDM630,1080x2160,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia M dual,C2004,804-840MB,Phone,Qualcomm MSM8226,480x854,240,armeabi-v7a;armeabi,17;18,2.0;3.0
Sony,Xperia M dual,C2005,804-840MB,Phone,Qualcomm MSM8227,480x854,240,armeabi-v7a;armeabi,17;18,2.0;3.0
Sony,Xperia C5 Ultra Dual,E5533,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia C5 Ultra Dual,E5563,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,BRAVIA 4K UR1,BRAVIA_UR1_4K,3234-3309MB,TV,Mediatek MT5833,1920x1080,320,armeabi-v7a;armeabi,26;28,3.2
Sony,BRAVIA VH1,BRAVIA_VH1,2914MB,TV,Mediatek MT5835,1920x1080,320,armeabi-v7a;armeabi,28,3.2
Sony,Xperia Z1 Compact,D5503,1703-1738MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia Z,C6603,1795-1815MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0
Sony,Xperia Z,C6602,1795-1839MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0
Sony,Xperia Z,C6606,1795-1815MB,Phone,Qualcomm APQ8064,1080x1776;1080x1920,480,armeabi-v7a;armeabi,16;17;18,2.0;3.0
Sony,Xperia Z,SO-02E,1795-1837MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;19,2.0;3.0
Sony,Xperia Z,C6616,1795-1815MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;19;21;22,2.0;3.0
Sony,Xperia Z,L36h,1812MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17,2.0
Sony,BRAVIA 4K UR3,BRAVIA_UR3,2179MB,TV,Mediatek MT5833,1920x1080,320,armeabi-v7a;armeabi,28,3.2
Sony,Xperia Hello,G1209,2849MB,Phone,Qualcomm APQ8056,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,Xperia XA1,G3121,2814-2853MB,Phone,Mediatek MT6757,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1,G3116,2814-2853MB,Phone,Mediatek MT6757,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1,G3125,2814-2853MB,Phone,Mediatek MT6757,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1,G3112,2814-2853MB,Phone,Mediatek MT6757,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1,G3123,2814-2853MB,Phone,Mediatek MT6757,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia Touch,G1109,2849MB,Tablet,Qualcomm APQ8056,1366x768,160,arm64-v8a;armeabi-v7a;armeabi,24;25;26,3.2
Sony,Xperia acro HD,SO-03D,,Phone,Qualcomm MSM8260,720x1280,320,armeabi-v7a;armeabi,10;15,2.0
Sony,Xperia X,F5122,2849MB,Phone,Qualcomm MSM8956,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
Sony,Xperia X,suzu,2849MB,Phone,Qualcomm MSM8956,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;25,3.1;3.2
Sony,Xperia X,F5121,2849MB,Phone,Qualcomm MSM8956,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
Sony,Xperia XA,F3115,1841-1861MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA,F3112,1841-1861MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA,F3116,1841-1861MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA,F3113,1841-1861MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA,F3111,1841-1861MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia P,LT22i,801MB,Phone,ST Ericsson U8500,540x960,240,armeabi-v7a;armeabi,15;16,2.0
Sony,Xperia E dual,C1605,408MB,Phone,Qualcomm MSM7227A,320x480,160,armeabi-v7a;armeabi,15;16,2.0
Sony,Xperia E dual,C1604,408MB,Phone,Qualcomm MSM7227A,320x480,160,armeabi-v7a;armeabi,15;16,2.0
Sony,Xperia Z5,SO-01H,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
Sony,Xperia Z5,SOV32,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
Sony,Xperia Z5,E6653,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia Z5,E6603,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia Z5,501SO,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23,3.1
Sony,Xperia Ace,SO-02L,3741MB,Phone,Qualcomm SDM630,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia Ace,J3173,3741MB,Phone,Qualcomm SDM630,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Sony,Xperia XZ2,H8216,3675-3684MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28;29,3.2
Sony,Xperia XZ2,H8266,3675-3684MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28;29,3.2
Sony,Xperia XZ2,H8276,3675-3684MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia XZ2,H8296,5673-5682MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28;29,3.2
Sony,Xperia XZ2,SOV37,3675-3684MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28;29,3.2
Sony,Xperia XZ2,SO-03K,3675-3684MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28;29,3.2
Sony,Xperia XZ2,702SO,3682-3684MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia active,ST17i,,Phone,Qualcomm MSM8x55,320x480,160,armeabi-v7a;armeabi,10;15,2.0
Sony,Xperia Z2 Tablet,SGP551,2776-2789MB,Tablet,Qualcomm MSM8974AB,1920x1200,240,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z2 Tablet,SGP521,2776-2789MB,Tablet,Qualcomm MSM8974AB,1920x1200,240,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z2 Tablet,SGP561,2776-2789MB,Tablet,Qualcomm MSM8974AB,1920x1200,240,armeabi-v7a;armeabi,19;21;22,3.0
Sony,Xperia Z2 Tablet,SO-05F,2776-2787MB,Tablet,Qualcomm MSM8974AB,1920x1200,240,armeabi-v7a;armeabi,19;21,3.0
Sony,Xperia Z2 Tablet,SGP512,2776-2789MB,Tablet,Qualcomm APQ8074AB,1920x1200,240,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z2 Tablet,SGP511,2776-2789MB,Tablet,Qualcomm APQ8074AB,1920x1200,240,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z2 Tablet,SOT21,2776-2787MB,Tablet,Qualcomm MSM8974AB,1920x1200,240,armeabi-v7a;armeabi,19;21,3.0
Sony,Xperia C3 Dual,D2502,829-872MB,Phone,Qualcomm MSM8926,720x1280,240,armeabi-v7a;armeabi,19;21;22,3.0
Sony,Xperia™ M4 Aqua,E2303,1809-1810MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;3.1
Sony,Xperia™ M4 Aqua,E2306,1809-1810MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;3.1
Sony,Xperia™ M4 Aqua,E2353,1809-1810MB,Phone,Qualcomm MSM8939,720x1290,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;3.1
Sony,Xperia™ E4g,E2003,896MB,Phone,Mediatek MT6732,540x960,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia™ E4g,E2006,896MB,Phone,Mediatek MT6732,540x960,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia E4g,E2053,896MB,Phone,Mediatek MT6732,540x960,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia 10,I4113,2739MB,Phone,Qualcomm SDM630,1080x2520,480,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 10,I3123,2739MB,Phone,Qualcomm SDM630,1080x2520,480,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 10,I3113,2739MB,Phone,Qualcomm SDM630,1080x2520,480,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 10,I4193,3740-3741MB,Phone,Qualcomm SDM630,1080x2520,480,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia R1 Plus,G2299,2879-2880MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Sony,NW-F880 Series,icx1237,685MB,Phone,TI OMAP4430,480x854,240,armeabi-v7a;armeabi,16,2.0
Sony,NSZGS7,NSZGS7,,,Marvell BG2,1280x720,320,,13,2.0
Sony,Xperia XA Ultra,F3213,2836-2854MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA Ultra,F3211,2836-2854MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA Ultra,F3216,2836-2854MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA Ultra,F3212,2836-2854MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia XA Ultra,F3215,2836-2854MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Sony,Xperia Z5 Premium Dual,E6833,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia E,C1505,408MB,Phone,Qualcomm MSM7227A,320x480,160,armeabi-v7a;armeabi,16,2.0
Sony,Xperia E,C1504,408MB,Phone,Qualcomm MSM7227A,320x480,160,armeabi-v7a;armeabi,16,2.0
Sony,Xperia arc S,LT18i,,Phone,Qualcomm MSM8255T,480x854,240,armeabi-v7a;armeabi,10;15,2.0
Sony,Xperia ray,ST18i,,Phone,Qualcomm MSM8255,480x854,240,armeabi-v7a;armeabi,10;15,2.0
Sony,Xperia pro,MK16i,,Phone,Qualcomm MSM8255,480x854,240,armeabi-v7a;armeabi,10;15,2.0
Sony,Xperia Tablet S,txs03,974MB,Tablet,NVidia Tegra 3,1280x800,160,armeabi-v7a;armeabi,15;16,2.0
Sony,Xperia E5,F3311,1417MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,23,3.0
Sony,Xperia E5,F3313,1417MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,23,3.0
Sony,Xperia SP,C5303,766-839MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Sony,Xperia SP,M35t,764MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0
Sony,Xperia SP,C5302,766-839MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Sony,Xperia SP,C5306,766-839MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Sony,Xperia E3 Dual,D2212,880MB,Phone,Qualcomm MSM8226,480x854,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia M2,D2306,840-864MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18;19;22,3.0
Sony,Xperia M2,D2305,858-882MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18;19;22,3.0
Sony,Xperia M2,D2303,840-864MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18;19;22,3.0
Sony,Xperia ZL,C6506,1795-2748MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0
Sony,Xperia ZL,C6502,1795-2748MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0
Sony,Xperia ZL,C6503,1795-2748MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia ZL,L35h,1839MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16,2.0
Sony,Xperia T,LT30p,802-847MB,Phone,Qualcomm MSM8260A,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Sony,Xperia T,LT30a,847MB,Phone,Qualcomm MSM8260A,720x1280,320,armeabi-v7a;armeabi,18,3.0
Sony,BRAVIA_VU,BRAVIA_VU1,2048MB,TV,Realtek RTD2873,1920x1080,320,armeabi-v7a;armeabi,28,3.2
Sony,Xperia Z2a,D6563,2778-2789MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,BRAVIA 4K GB ATV3,BRAVIA_ATV3_4K,1566MB,TV,Mediatek MT5832,1920x1080,320,armeabi-v7a;armeabi,24;26,3.2
Sony,NW-F800,icx1227,,Phone,NVidia Tegra 2,480x800,240,armeabi-v7a;armeabi,15,2.0
Sony,Xperia E3,D2206,846MB,Phone,Qualcomm MSM8226,480x854,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia E3,D2243,846MB,Phone,Qualcomm MSM8226,480x854,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia E3,D2202,880MB,Phone,Qualcomm MSM8226,480x854,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia E3,D2203,846MB,Phone,Qualcomm MSM8226,480x854,240,armeabi-v7a;armeabi,19,3.0
Sony,NW-ZX2,icx1265,685MB,Phone,TI OMAP4430,480x854,240,armeabi-v7a;armeabi,17,2.0
Sony,Xperia Z3,leo,2780-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0
Sony,Xperia Z3,D6616,2748-2779MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
Sony,Xperia Z3,SOL26,2748-2787MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
Sony,Xperia Z3,D6643,2748-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z3,D6653,2748-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z3,D6603,2748-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z3,SO-01G,2748-2787MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Sony,Xperia Z3,D6646,2787-2788MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0
Sony,Xperia Z3,401SO,2748-2787MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
Sony,Xperia 5,J8210,5492-5494MB,Phone,Qualcomm SM8150,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 5,SO-01M,5492-5494MB,Phone,Qualcomm SM8150,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 5,901SO,5492-5494MB,Phone,Qualcomm SM8150,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 5,J8270,5492-5494MB,Phone,Qualcomm SM8150,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 5,J9210,5492-5494MB,Phone,Qualcomm SM8150,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 5,SOV41,5492-5494MB,Phone,Qualcomm SM8150,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Sony Tablet P,nbx02,,Phone,NVIDIA Tegra 2,854x480,160,armeabi-v7a;armeabi,13,2.0
Sony,Xperia L2,H4311,2901MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.1
Sony,Xperia L2,H4331,2901MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.1
Sony,Xperia L2,H3321,2901MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.1
Sony,Xperia L2,H3311,2901MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.1
Sony,Xperia Z1,C6906,1695-2748MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21;22,2.0;3.0
Sony,Xperia Z1,C6902,1695-1738MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia Z1,L39t,1750MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0
Sony,Xperia Z1,C6903,1695-1751MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21;22,2.0;3.0
Sony,Xperia Z1,C6916,1695-1726MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,18;19;21,3.0
Sony,Xperia Z1,C6943,1695-1751MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21;22,2.0;3.0
Sony,Xperia Z1,SOL23,1695-1751MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0
Sony,Xperia Z1,L39u,1750MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17,2.0
Sony,Xperia Z1,SO-01F,1695-1751MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0
Sony,Ericsson Live with Walkman,WT19i,,Phone,Qualcomm MSM8255,320x480,160,armeabi-v7a;armeabi,10;15,2.0
